id;duration_ms;name;artist_display_name;album_display_name;isrc
3072107;320244;Images 1, I. Reflets dans l'eau;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616101
3072123;422852;Images 1, II. Hommage a Rameau;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616102
3072128;211486;Images 1, III. Mouvement;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616103
3072133;282554;Images 2, I. Cloches a trevers les feuilles;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616104
3072138;320418;Images 2, II. Et la lune descend sur le temple qui fut;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616105
3072143;240548;Images 2, III. Poissons d'or;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616106
3072148;339404;Estampes, I. Pagodes;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616107
3072156;331740;Estampes, II. La soiree dans Grenade;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616108
3072161;232241;Estampes, III. Jardins sous la pluie;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616109
3072166;295095;Images Oubliees, I. Lent (Melancolique et doux);François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616110
3072171;271070;Images Oubliees, II. Dans le mouvement d'une Sarabande;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616111
3072176;288449;Images Oubliees, III. Quelquies aspects de Nous n'irons plus au bois;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616112
3072181;292656;La plus que lente (Valse);François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616113
3072186;328244;L'isle Joyeuse;François-Joël Thiollier;Debussy: Piano Works, Volume 3;HKI199616114
3072210;148378;Preludes, Book 1: Danseuses de Delphes;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716201
3072217;202375;Preludes, Book 1: Voiles;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716202
3072221;127450;Preludes, Book 1: Le vent dans la plaine;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716203
3072228;182371;Preludes, Book 1: Les sons et les parfums tournent dans l'air du soir;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716204
3072232;180347;Preludes, Book 1: Les collines d'Anacapri;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716205
3072236;217583;Preludes, Book 1: Des pas sur la neige;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716206
3072240;177387;Preludes, Book 1: Ce qu'a vu le vent d'ouest;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716207
3072244;138999;Preludes, Book 1: La fille aux cheveux de lin;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716208
3072248;148847;Preludes, Book 1: La serenade interrompue;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716209
3072252;351946;Preludes, Book 1: La cathedrale engloutie;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716210
3072256;174104;Preludes, Book 1: La danse de Puck;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716211
3072260;130062;Preludes, Book 1: Minstrels;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716212
3072264;159459;Preludes, Book 2: Brouillards;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716213
3072268;139629;Preludes, Book 2: Feuilles mortes;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716214
3072272;177105;Preludes, Book 2: La Puerta del Vino;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716215
3072276;184971;Preldues, Book 2: Les fees sont d'exquises danseuses;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716216
3072280;141558;Preludes, Book 2: Bruyeres;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716217
3072284;152814;Preludes, Book 2: General Lavine, eccentric;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716218
3072291;216430;Preludes, Book 2: La terrasse des audiences du clair de lune;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716219
3072295;188990;Preludes, Book 2: Ondine;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716220
3072306;155238;Preludes, Book 2: Hommage a S. Pickwick Esq. P.P.M.P.C.;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716221
3072310;115565;Preludes, Book 2: Canope;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716222
3072314;167499;Preludes, Book 2: Les tierces alternees;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716223
3072318;240214;Preludes, Book 2: Feux d'artifice;François-Joël Thiollier;Debussy: Piano Works, Volume 4;HKI199716224
3320151;198316;Violin Partita No. 2 in D Minor, BWV1004, III. Sarabanda;Lucy van Dael;Bach: Violin Sonatas and Partitas, Vol. 2;HKI199822703
3320157;201638;Violin Sonata No. 3 in C Major, BWV1005, I. Adagio;Lucy van Dael;Bach: Violin Sonatas and Partitas, Vol. 2;HKI199822706
3320163;250436;Violin Sonata No. 3 in C Major, BWV1005, IV. Allegro assai;Lucy van Dael;Bach: Violin Sonatas and Partitas, Vol. 2;HKI199822709
3320165;240159;Violin Partita No. 3 in E Major, BWV1006, I. Prld;Lucy van Dael;Bach: Violin Sonatas and Partitas, Vol. 2;HKI199822710
3320173;86021;Violin Partita No. 3 in E Major, BWV1006, V. Menuett II;Lucy van Dael;Bach: Violin Sonatas and Partitas, Vol. 2;HKI199822714
3320175;82121;Violin Partita No. 3 in E Major, BWV1006, VI. Bouree;Lucy van Dael;Bach: Violin Sonatas and Partitas, Vol. 2;HKI199822715
3320177;123697;Violin Partita No. 3 in E Major, BWV1006, VII. Gigue;Lucy van Dael;Bach: Violin Sonatas and Partitas, Vol. 2;HKI199822716
3320965;1287996;Piano Concerto No. 1 in E Minor, Op.11, I. Allegro maestoso;Slovak State Philharmonic Orchestra (Kosice);Chopin: Complete Piano Music, Vol. 14;HKI199231601
3320969;624797;Piano Concerto No. 1 in E Minor, Op.11, III. Rondo: Vivace;Slovak State Philharmonic Orchestra (Kosice);Chopin: Complete Piano Music, Vol. 14;HKI199231603
3320975;508751;Piano Concerto No. 2 in F Minor, Op. 21, III. Allegretto vivace;Slovak State Philharmonic Orchestra (Kosice);Chopin: Complete Piano Music, Vol. 14;HKI199231803
3339370;294077;Habañera from Carmen;Anthony Bramall, Slovak Radio Symphony Orchestra;The Best of Bizet;HKI199221002
3339386;141036;Marche du toreador from Carmen Suite No. 1;Anthony Bramall, Slovak Radio Symphony Orchestra;The Best of Bizet;HKI199221006
3339398;289253;Danse bohemienne from Carmen Suite No. 2;Anthony Bramall, Slovak Radio Symphony Orchestra;The Best of Bizet;HKI199221009
3339406;187101;Minuet from L'Arlesienne Suite No. 1;Anthony Bramall, Slovak Radio Symphony Orchestra;The Best of Bizet;HKI199221011
3339410;216176;Adagietto from L'Arlesienne Suite No. 1;Anthony Bramall, Slovak Radio Symphony Orchestra;The Best of Bizet;HKI199221012
3339414;347002;Pastorale from L'Arlesienne Suite No. 2;Anthony Bramall, Slovak Radio Symphony Orchestra;The Best of Bizet;HKI199221013
3339422;190343;Farandole from L'Arlesienne Suite No. 2;Anthony Bramall, Slovak Radio Symphony Orchestra;The Best of Bizet;HKI199221015
5815307;277248;Suite Begamasque, L. 75: I. Prélude;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241701
5815316;237949;Suite Begamasque, L. 75: II. Menuet;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241702
5815322;314268;Suite Begamasque, L. 75: III. Clair de lune;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241703
5815328;239061;Suite Begamasque, L. 75: IV. Passepied;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241704
5815334;405286;Nocturne, L. 82;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241705
5815340;136708;Danse Bohémienne, L. 9;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241706
5815346;265684;Rêverie, L. 68;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241707
5815352;190826;Mazurka, L. 67;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241708
5815358;310892;Two Arabesques, L. 66: No. 1;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241709
5815364;218360;Two Arabesques, L. 66: No. 2;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241710
5815370;213912;Valse romantique, L. 71;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241711
5815376;387520;Ballade, L. 119;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241712
5815382;316613;Tarantelle styrienne, L. 69;François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241713
5815388;231343;"Suite, ""Pur le piano"", L. 95: I. Prélude";François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241714
5815394;276336;"Suite, ""Pur le piano"", L. 95: II. Sarabande";François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241715
5815400;235055;"Suite, ""Pur le piano"", L. 95: III. Toccata";François-Joël Thiollier;Debussy: Piano Works Vol. 1;HKI199241716
5839304;225984;"Flute Concerto in D Major, RV 428, ""Il Cardellino"": I. Allegro";Capella Istropolitana;The Best of Vivaldi;HKI199506403
5839308;184086;"Flute Concerto in D Major, RV 428, ""Il Cardellino"": II. Cantabile";Capella Istropolitana;The Best of Vivaldi;HKI199506404
5839336;176408;Concerto in C for Two Trumpets, RV 537: I. Allegro;City of London Sinfonia, Crispian Steele-Perkins, Nicholas Kraemer;The Best of Vivaldi;HKI199506411
5839340;51559;Concerto in C for Two Trumpets, RV 537: II. Largo;City of London Sinfonia, Crispian Steele-Perkins, Nicholas Kraemer;The Best of Vivaldi;HKI199506412
5839344;192353;Concerto in C for Two Trumpets, RV 537: III. Allegro;City of London Sinfonia, Crispian Steele-Perkins, Nicholas Kraemer;The Best of Vivaldi;HKI199506413
5839352;276269;Cello Concerto in C Minor, RV 401: I. Allegro non molto;City of London Sinfonia, Nicholas Kraemer;The Best of Vivaldi;HKI199506415
5839356;138437;Cello Concerto in C Minor, RV401: II. Adagio;City of London Sinfonia, Nicholas Kraemer;The Best of Vivaldi;HKI199506416
5839364;144292;"Largo from the Four Seasons: Violin Concerto in F Minor, RV 297, ""Winter""";Capella Istropolitana, Stephen Gunzenhauser, Takako Nishizaki;The Best of Vivaldi;HKI199506418
5839372;244903;Flautino Concerto in C Major, RV 443: II. Largo;Capella Istropolitana, Oliver Dohnányi;The Best of Vivaldi;HKI199506420
5839376;166439;Flautino Concerto in C Major, RV 443: III. Allegro molto;Capella Istropolitana, Oliver Dohnányi;The Best of Vivaldi;HKI199506421
5839384;251026;Bassoon Concerto in E Minor, RV 484: I. Allegro poco;Capella Istropolitana;The Best of Vivaldi;HKI199506423
5912861;725824;Allegro molto moderato from Piano Concerto in A Minor, Op. 16;András Ligeti, Budapest Symphony Orchestra;The Best of Grieg;HKI199247701
5912874;259937;Last Spring (Varen) from Two Elegiac Pieces, Op. 34;Capella Istropolitana;The Best of Grieg;HKI199247702
5912891;223974;Morning from Peer Gynt Suite No. 1, Op. 46;Stephen Gunzenhauser;The Best of Grieg;HKI199247704
5912922;143943;In the Hall of the Mountain King from Peer Gynt Suite No. 1, Op. 46;Stephen Gunzenhauser;The Best of Grieg;HKI199247706
5912926;265992;Arabian Dance from Peer Gynt Suite No. 2, Op. 55;Stephen Gunzenhauser;The Best of Grieg;HKI199247707
5912969;296930;Notturno from Lyric Suite, Op. 54;Richard Edlinger;The Best of Grieg;HKI199247712
5912977;386970;Wedding Day at Troldhaugen, Op. 65, No. 6;Stephen Gunzenhauser;The Best of Grieg;HKI199247714
5912985;642658;Homage March from Sigurd Jorsalfar, Op. 56;Stephen Gunzenhauser;The Best of Grieg;HKI199247716
5913294;289936;Scherzo: Molto vivace - Trio 1 - Trio 2 - L'istesso tempo from Piano Quintet in E Flat Major, Op. 44;Kodály Quartet;The Best of Schumann;HKI199305703
5913309;847914;Allegro affettuoso from Piano Concerto in A Minor, Op. 54;András Ligeti, Budapest Symphony Orchestra;The Best of Schumann;HKI199305705
5913326;150897;Prophet Bird from Waldeszenen, Op. 82;Balázs Szokolay;The Best of Schumann;HKI199305708
5913358;634981;Prelude a l'apres-midi d'un faune;Belgian Radio and Television Philharmonic Orchestra;The Best of Debussy;HKI199242103
5913366;760943;Sirenes from Nocturnes;Belgian Radio and Television Philharmonic Orchestra;The Best of Debussy;HKI199242105
5913371;269998;Clair de lune (Moonlight) from Suite Bergamasque;Slovak Radio Symphony Orchestra;The Best of Debussy;HKI199242107
5913406;511444;"Die Fledermaus Overture (""The Bat"")";Martin Sieghart, Slovak Radio Symphony Orchestra;The Best of Johann Strauss, Jr.;HKI199258201
5913416;718924;"Geschichten aus dem Wienerwald Walzer (""Tales from the Vienna Woods""), Op. 32";Martin Sieghart, Slovak Radio Symphony Orchestra;The Best of Johann Strauss, Jr.;HKI199258202
5913420;270937;Annen-Polka Op. 117;Johannes Wildner;The Best of Johann Strauss, Jr.;HKI199258203
5913431;509944;Wiener Blut Waltz, Op. 354;Martin Sieghart, Slovak Radio Symphony Orchestra;The Best of Johann Strauss, Jr.;HKI199258204
5913435;154944;Pizzicato-Polka;Martin Sieghart, Slovak Radio Symphony Orchestra;The Best of Johann Strauss, Jr.;HKI199258205
5913439;505937;"Rosen aus dem Suden Walzer, Op. 338 (""Roses from the South"")";Martin Sieghart, Slovak Radio Symphony Orchestra;The Best of Johann Strauss, Jr.;HKI199258206
5913443;168959;Trisch-Trasch-Polka, Op. 214;Martin Sieghart, Slovak Radio Symphony Orchestra;The Best of Johann Strauss, Jr.;HKI199258207
5913447;677977;Emperor Walz, Op. 437;Martin Sieghart, Slovak Radio Symphony Orchestra;The Best of Johann Strauss, Jr.;HKI199258208
5913455;567947;"An der schonen blauen Donau Walzer, Op. 314 (""The Blue Danube"")";Martin Sieghart, Slovak Radio Symphony Orchestra;The Best of Johann Strauss, Jr.;HKI199258210
5913486;492311;Overture to Fireworks Music;Bohdan Warchal, Capella Istropolitana;The Best of Handel;HKI199249301
5913501;44484;Concerto Grosso in G Major, Op. 3, No. 3: I. Largo e staccato;Capella Istropolitana;The Best of Handel;HKI199249303
5913560;132996;Allegro from Concerti Grosso in D Major, Op. 6, No. 5;Capella Istropolitana;The Best of Handel;HKI199249309
5913585;201142;Allegro from Alexander's Feast;Capella Istropolitana;The Best of Handel;HKI199249312
5913593;190946;Largo from Oboe Concerto No. 3 in G Minor;Capella Istropolitana;The Best of Handel;HKI199249314
5913618;75931;Hornpipe from Water Music;Bohdan Warchal, Capella Istropolitana;The Best of Handel;HKI199249318
5913626;179999;Alla Hornpipe from Water Music;Bohdan Warchal, Capella Istropolitana;The Best of Handel;HKI199249320
5914801;466317;Overture from La Forza del destino;Ondrej Lenárd, Slovak Radio Symphony Orchestra;The Best of Verdi;HKI199327101
5914882;126940;Di quella pira from Il Trovatore;Slovak Radio Symphony Orchestra, Thomas Harper;The Best of Verdi;HKI199327109
5914889;350914;Caro nome from Rigoletto;Slovak Radio Symphony Orchestra;The Best of Verdi;HKI199327110
5914892;151956;Ella mi fu rapita! from Rigoletto;Slovak Radio Symphony Orchestra;The Best of Verdi;HKI199327111
5914895;136909;La donna e mobile from Rigoletto;Slovak Radio Symphony Orchestra;The Best of Verdi;HKI199327112
5914909;449997;Scene and Duet: E lui... Dio, che nell'alma from Don Carlos;Slovak Radio Symphony Orchestra;The Best of Verdi;HKI199327115
5914950;148928;Donna non vidi mai from Manon Lescaut;Michael Halász, Slovak Radio Symphony Orchestra, Thomas Harper;The Best of Puccini;HKI199287602
5914974;220946;O soave fanciulla from La Boheme;Slovak Radio Symphony Orchestra, Will Humburg;The Best of Puccini;HKI199287606
5915013;202965;Prelude to Act III from Edgar;Ondrej Lenárd, Slovak Radio Symphony Orchestra;The Best of Puccini;HKI199287611
5915055;180763;Nessun Dorma from Turandot;Slovak Radio Symphony Orchestra, Thomas Harper;The Best of Puccini;HKI199287620
5915250;431668;Danse macabre in G Minor, Op. 40;Slovak Radio Symphony Orchestra;The Best of Saint-Saëns;HKI199298103
5915257;190049;"""The Swan"" from Carnival of the Animals";Marian Lapsansky, Ondrej Lenárd, Peter Toperczer, Slovak Radio Symphony Orchestra;The Best of Saint-Saëns;HKI199298104
5915278;484727;Bacchanale from Samson and Delilah;Slovak Radio Symphony Orchestra, Stephen Gunzenhauser;The Best of Saint-Saëns;HKI199298107
5915317;465715;"Presto from Symphony No. 3 in C Minor, Op. 78 (""Organ"")";Slovak Radio Symphony Orchestra, Stephen Gunzenhauser;The Best of Saint-Saëns;HKI199298111
5916553;72274;Pulcinella: Allegro;Bournemouth Sinfonietta;The Best of Stravinsky;HKI199709003
5916557;91220;Pulcinella: Andantino;Bournemouth Sinfonietta;The Best of Stravinsky;HKI199709004
5916561;108410;Pulcinella: Allegro;Bournemouth Sinfonietta;The Best of Stravinsky;HKI199709005
5916565;384826;The Firebird: Round of the Princesses;Belgian Radio and Television Philharmonic Orchestra;The Best of Stravinsky;HKI199709006
5916569;281710;The Firebird: King Kastchei's Infernal Dance;Belgian Radio and Television Philharmonic Orchestra;The Best of Stravinsky;HKI199709007
5916573;257082;The Firebird: Berceuse;Belgian Radio and Television Philharmonic Orchestra;The Best of Stravinsky;HKI199709008
5916631;436478;Petrushka: The Shrove-Tide Fair;Belgian Radio and Television Philharmonic Orchestra;The Best of Stravinsky;HKI199709014
5916635;154676;Petrushka: Russian Dance;Belgian Radio and Television Philharmonic Orchestra;The Best of Stravinsky;HKI199709015
5916643;232188;Petrushka: The Blackamoor;Belgian Radio and Television Philharmonic Orchestra;The Best of Stravinsky;HKI199709017
5916648;1132704;The Rite of Spring: Part 2: The Sacrifice - Introduction - Mystical Circle of the Adoleschents - Glorification of the Chosen One - Evocation of the Ancestors - Ritual of the Ancestors - Sacrificial Dance (The Chosen One);Belgian Radio and Television Philharmonic Orchestra;The Best of Stravinsky;HKI199709018
6133155;275467;Il Barbiere di Siviglia: Largo al factotum (Figaro);Roberto Servile, Will Humburg;The Best of Rossini;HKI199708808
6133161;285133;Il Barbiere di Siviglia: Ma, signor...(Bartolo);Roberto Servile, Will Humburg;The Best of Rossini;HKI199708810
6212300;348958;Larghetto from Serenade for Strings in E Minor, Op. 20;Capella Istropolitana;The Best of Elgar;HKI199246707
6213047;674105;Piano Concerto in F: Andante con moto, Adagio;Slovak Radio Symphony Orchestra;The Best of Gershwin;HKI190008102
13091517;116160;Prologue;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700002
13100628;342293;エグザクトリー・ライク・ユー;Makoto Ozone The Trio;Dear Oscar;JPPO09710660
13440599;515907;Violin Concerto No. 1 in G Minor, Op. 26: I. Vorspiel (Allegro moderato);Academy of St. Martin in the Fields, Akiko Suwanai, Sir Neville Marriner;Bruch: Violin Concerto No. 1 & Scottish Fantasy;NLA509509901
13440986;785933;Violin Concerto in E Minor, Op. 64: I. Allegro molto appassionato;Akiko Suwanai, Czech Philharmonic Orchestra, Vladimir Ashkenazy;Mendelssohn & Tchaikovsky: Violin Concertos;GBBBB2011401
13455578;848507;Má Vlast (My Country): VI. Blanik;Boston Symphony Orchestra;Smetana: Má vlast;DEF057101325
13456575;163760;"Herminie (Scène lyrique): VIII. ""Venez, venez, terribles armes!""";Aurélia Legay, Mahler Chamber Orchestra, Marc Minkowski;Berlioz: Symphonie fantastique & Herminie;DEN960200748
13494324;349373;Sonata for Violin and Piano in A Major, FWV 8: I. Allegretto ben moderato;Maria João Pires;Franck & Debussy: Violin Sonatas;DEF059304841
13571792;185000;Overture;Original London Cast;Phantom of the Opera;GBF068790001
13571795;249067;Think of Me;Sarah Brightman;Phantom of the Opera;GBALG8700004
13571805;302800;The Phantom of the Opera;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700007
13571808;341600;The Music of the Night;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700008
13571811;201560;I Remember / Stranger Than You Dream It;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700009
13571814;59267;Magical Lasso;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700010
13571817;656440;Notes / Prima Donna;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700011
13571820;186493;Poor Fool, He Makes Me Laugh;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700012
13571823;191373;Why Have You Brought Me Here;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700013
13571826;254667;All I Ask of You;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700014
13571829;183200;Entr'Acte;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700016
13571832;581400;Notes / Twisted Every Way;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700018
13571835;210373;Wishing You Were Somehow Here Again;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700019
13571838;384800;Wandering Child / Bravo, Monsieur;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700020
13571841;332960;The Point of No Return;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700021
13571847;203093;All I Ask of You;Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700015
13571850;168840;Little Lotte / The Mirror (Angel of Music);Michael Reed, Original London Cast;Phantom of the Opera;GBALG8700006
13571853;384615;Masquerade / Why So Silent;Original London Cast;Phantom of the Opera;GBALG8700017
13575247;365440;ボッサ・ビギン;Makoto Ozone The Trio;Dear Oscar;JPPO09710630
13575250;262160;クバノ・チャント;Makoto Ozone The Trio;Dear Oscar;JPPO09710640
13575253;375600;ブルース・エチュード;Makoto Ozone The Trio;Dear Oscar;JPPO09710650
13575256;371800;枯葉;Makoto Ozone The Trio;Dear Oscar;JPPO09710600
13575259;445627;ランド・オブ・ミスティ・ジャイアンツ;Makoto Ozone The Trio;Dear Oscar;JPPO09710610
13575262;390467;シティ・ライツ;Makoto Ozone The Trio;Dear Oscar;JPPO09710620
13575265;339133;ディア・オスカー;Makoto Ozone The Trio;Dear Oscar;JPPO09710570
13575268;393533;テスト・オブ・タイム;Makoto Ozone The Trio;Dear Oscar;JPPO09710580
13575271;314107;ホイートランド;Makoto Ozone The Trio;Dear Oscar;JPPO09710590
13609502;496000;Scottish Fantasy, Op. 46: IV. Finale (Allegro guerriero);Academy of St. Martin in the Fields, Akiko Suwanai, Sir Neville Marriner;Bruch: Violin Concerto No. 1 & Scottish Fantasy;NLA509509908
13609509;216893;Scottish Fantasy, Op. 46: Einleitung (Introduction): Grave;Academy of St. Martin in the Fields, Akiko Suwanai, Sir Neville Marriner;Bruch: Violin Concerto No. 1 & Scottish Fantasy;NLA509509904
13609515;282107;Scottish Fantasy, Op. 46: I. Adagio cantabile;Academy of St. Martin in the Fields, Akiko Suwanai, Sir Neville Marriner;Bruch: Violin Concerto No. 1 & Scottish Fantasy;NLA509509905
13609521;357667;Scottish Fantasy, Op. 46: IIa. Scherzo (Allegro);Academy of St. Martin in the Fields, Akiko Suwanai, Sir Neville Marriner;Bruch: Violin Concerto No. 1 & Scottish Fantasy;NLA509509906
13609527;356333;Scottish Fantasy, Op. 46: III. Andante sostenuto;Academy of St. Martin in the Fields, Akiko Suwanai, Sir Neville Marriner;Bruch: Violin Concerto No. 1 & Scottish Fantasy;NLA509509907
13609533;508600;Violin Concerto No. 1 in G Minor, Op. 26: II. Adagio;Academy of St. Martin in the Fields, Akiko Suwanai, Sir Neville Marriner;Bruch: Violin Concerto No. 1 & Scottish Fantasy;NLA509509902
13609539;432000;Violin Concerto No. 1 in G Minor, Op. 26: III. Finale (Allegro energico);Academy of St. Martin in the Fields, Akiko Suwanai, Sir Neville Marriner;Bruch: Violin Concerto No. 1 & Scottish Fantasy;NLA509509903
13611240;752000;Má Vlast (My Country): V. Tábor;Boston Symphony Orchestra;Smetana: Má vlast;DEF057101324
13611245;918933;Má Vlast (My Country): I. Vysehrad (The High Castle);Boston Symphony Orchestra;Smetana: Má vlast;DEF057101320
13611250;720293;Má Vlast (My Country): II. Vltava (The Moldau);Boston Symphony Orchestra;Smetana: Má vlast;DEF057101321
13611255;571800;Má Vlast (My Country): III. Sarka;Boston Symphony Orchestra;Smetana: Má vlast;DEF057101322
13611260;759600;Má Vlast (My Country): IV. Z ceskych luhu a haju (From Bohemia's Meadows and Forests);Boston Symphony Orchestra;Smetana: Má vlast;DEF057101323
13615206;602931;Tzigane, M. 76;Maria João Pires;Franck & Debussy: Violin Sonatas;DEF059304880
13615211;250946;Sonata for Violin and Piano in G Minor, L. 140: III. Finale (Très animé);Maria João Pires;Franck & Debussy: Violin Sonatas;DEF059304853
13615217;152934;Berceuse sur le nom de Gabriel Fauré, M. 74;Maria João Pires;Franck & Debussy: Violin Sonatas;DEF059304860
13615222;181956;Vocalise-étude en forme de Habanera, M. 51;Maria João Pires;Franck & Debussy: Violin Sonatas;DEF059304870
13615227;369967;Sonata for Violin and Piano in A Major, FWV 8: IV. Allegretto poco mosso;Maria João Pires;Franck & Debussy: Violin Sonatas;DEF059304844
13615232;303911;Sonata for Violin and Piano in G Minor, L. 140: I. Allegro vivo;Maria João Pires;Franck & Debussy: Violin Sonatas;DEF059304851
13615237;256909;Sonata for Violin and Piano in G Minor, L. 140: II. Intermède (Fantasque et léger);Maria João Pires;Franck & Debussy: Violin Sonatas;DEF059304852
13615242;478926;Sonata for Violin and Piano in A Major, FWV 8: II. Allegro- Quasi lento- Tempo 1;Maria João Pires;Franck & Debussy: Violin Sonatas;DEF059304842
13615247;419997;Sonata for Violin and Piano in A Major, FWV 8: III. Recitativo - Fantasia - Ben moderato;Maria João Pires;Franck & Debussy: Violin Sonatas;DEF059304843
13615669;121179;"Herminie (Scène lyrique): V. ""Que Clorinde est heureuse!""";Aurélia Legay, Mahler Chamber Orchestra, Marc Minkowski;Berlioz: Symphonie fantastique & Herminie;DEN960200745
13615677;117601;"Herminie (Scène lyrique): VI. Air: ""Venez, venez, terribles armes!""";Aurélia Legay, Mahler Chamber Orchestra, Marc Minkowski;Berlioz: Symphonie fantastique & Herminie;DEN960200746
13615685;196265;"Herminie (Scène lyrique): VII.. Prière: ""Dieu des chrétiens!""";Aurélia Legay, Mahler Chamber Orchestra, Marc Minkowski;Berlioz: Symphonie fantastique & Herminie;DEN960200747
13615693;247609;"Herminie (Scène lyrique): II. Air: ""Ah! Si de la tendresse""";Aurélia Legay, Mahler Chamber Orchestra, Marc Minkowski;Berlioz: Symphonie fantastique & Herminie;DEN960200742
13615703;92508;"Herminie (Scène lyrique): III. Récit: ""Que dis-je?""";Aurélia Legay, Mahler Chamber Orchestra, Marc Minkowski;Berlioz: Symphonie fantastique & Herminie;DEN960200743
13615711;193921;"Herminie (Scène lyrique): IV. Air: ""Arrête! arrête! cher tancréde";Aurélia Legay, Mahler Chamber Orchestra, Marc Minkowski;Berlioz: Symphonie fantastique & Herminie;DEN960200744
13615721;385991;Symphonie fantastique, Op. 14: IV. Marche au supplice (Allegretto non troppo);Mahler Chamber Orchestra, Marc Minkowski;Berlioz: Symphonie fantastique & Herminie;DEN960200734
13615728;557992;Symphonie fantastique, Op. 14: V. Songe D'une nuit du sabbat (Larghetto - Allegro - Ronde du sabbat: Poco meno mosso);Mahler Chamber Orchestra, Marc Minkowski;Berlioz: Symphonie fantastique & Herminie;DEN960200735
13615734;251937;"Herminie (Scène lyrique): I. Récit: ""Quel trouble te poursuit""";Aurélia Legay, Mahler Chamber Orchestra, Marc Minkowski;Berlioz: Symphonie fantastique & Herminie;DEN960200741
